Using GATK jar /lustre1/project/stg_00096/home/rdewin/system/miniconda/envs/WGS/share/gatk4-4.5.0.0-0/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /lustre1/project/stg_00096/home/rdewin/system/miniconda/envs/WGS/share/gatk4-4.5.0.0-0/gatk-package-4.5.0.0-local.jar Mutect2 -R resources/genome.fa -I results/recal/P056/P056_dna_tumor_recal.bam -I results/recal/P056/P056_dna_normal_recal.bam -normal P056_normal --germline-resource resources/gnomad_chr.vcf.gz --panel-of-normals results/mutect2/pon/mutect2.pon.vcf.gz -O results/mutect2/P056/P056_variants.vcf --f1r2-tar-gz results/mutect2/P056/P056_f1r2.tar.gz --native-pair-hmm-threads 16
13:03:50.068 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/lustre1/project/stg_00096/home/rdewin/system/miniconda/envs/WGS/share/gatk4-4.5.0.0-0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
13:03:50.428 INFO  Mutect2 - ------------------------------------------------------------
13:03:50.430 INFO  Mutect2 - The Genome Analysis Toolkit (GATK) v4.5.0.0
13:03:50.430 INFO  Mutect2 - For support and documentation go to https://software.broadinstitute.org/gatk/
13:03:50.431 INFO  Mutect2 - Executing as vsc35407@g28l17 on Linux v4.18.0-513.24.1.el8_9.x86_64 amd64
13:03:50.431 INFO  Mutect2 - Java runtime: OpenJDK 64-Bit Server VM v17.0.10-internal+0-adhoc..src
13:03:50.431 INFO  Mutect2 - Start Date/Time: June 28, 2024 at 1:03:49 PM CEST
13:03:50.431 INFO  Mutect2 - ------------------------------------------------------------
13:03:50.431 INFO  Mutect2 - ------------------------------------------------------------
13:03:50.432 INFO  Mutect2 - HTSJDK Version: 4.1.0
13:03:50.432 INFO  Mutect2 - Picard Version: 3.1.1
13:03:50.432 INFO  Mutect2 - Built for Spark Version: 3.5.0
13:03:50.432 INFO  Mutect2 - HTSJDK Defaults.COMPRESSION_LEVEL : 2
13:03:50.432 INFO  Mutect2 - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
13:03:50.432 INFO  Mutect2 - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
13:03:50.432 INFO  Mutect2 - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
13:03:50.432 INFO  Mutect2 - Deflater: IntelDeflater
13:03:50.433 INFO  Mutect2 - Inflater: IntelInflater
13:03:50.433 INFO  Mutect2 - GCS max retries/reopens: 20
13:03:50.433 INFO  Mutect2 - Requester pays: disabled
13:03:50.433 INFO  Mutect2 - Initializing engine
13:03:50.776 INFO  FeatureManager - Using codec VCFCodec to read file file:///lustre1/project/stg_00096/home/rdewin/WGS/results/mutect2/pon/mutect2.pon.vcf.gz
13:03:50.988 INFO  FeatureManager - Using codec VCFCodec to read file file:///lustre1/project/stg_00096/home/rdewin/WGS/resources/gnomad_chr.vcf.gz
13:03:51.126 INFO  Mutect2 - Done initializing engine
13:03:51.133 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/lustre1/project/stg_00096/home/rdewin/system/miniconda/envs/WGS/share/gatk4-4.5.0.0-0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
13:03:51.195 INFO  NativeLibraryLoader - Loading libgkl_smithwaterman.so from jar:file:/lustre1/project/stg_00096/home/rdewin/system/miniconda/envs/WGS/share/gatk4-4.5.0.0-0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_smithwaterman.so
13:03:51.196 INFO  IntelSmithWaterman - Using CPU-supported AVX-512 instructions
13:03:51.196 INFO  SmithWatermanAligner - Using AVX accelerated SmithWaterman implementation
13:03:51.207 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/lustre1/project/stg_00096/home/rdewin/system/miniconda/envs/WGS/share/gatk4-4.5.0.0-0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
13:03:51.236 INFO  IntelPairHmm - Using CPU-supported AVX-512 instructions
13:03:51.236 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
13:03:51.236 INFO  IntelPairHmm - Available threads: 16
13:03:51.237 INFO  IntelPairHmm - Requested threads: 16
13:03:51.237 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
13:03:51.305 INFO  ProgressMeter - Starting traversal
13:03:51.305 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
13:04:01.321 INFO  ProgressMeter -          chr1:344167              0.2                  1380           8268.4
13:04:11.328 INFO  ProgressMeter -          chr1:598833              0.3                  2450           7341.9
13:04:21.387 INFO  ProgressMeter -          chr1:837680              0.5                  3460           6901.6
13:04:31.499 INFO  ProgressMeter -         chr1:1084511              0.7                  4460           6657.9
13:04:41.565 INFO  ProgressMeter -         chr1:1327704              0.8                  5430           6482.6
13:04:51.610 INFO  ProgressMeter -         chr1:1574742              1.0                  6430           6397.6
13:05:01.639 INFO  ProgressMeter -         chr1:1827572              1.2                  7450           6355.5
13:05:11.677 INFO  ProgressMeter -         chr1:2081241              1.3                  8460           6315.8
13:05:21.732 INFO  ProgressMeter -         chr1:2179845              1.5                  9140           6064.7
13:05:34.773 INFO  ProgressMeter -         chr1:2244568              1.7                  9570           5549.6
13:05:44.799 INFO  ProgressMeter -         chr1:2461291              1.9                 10470           5535.1
13:05:54.898 INFO  ProgressMeter -         chr1:2770155              2.1                 11660           5660.6
13:06:04.906 INFO  ProgressMeter -         chr1:3081526              2.2                 12900           5793.4
13:06:14.930 INFO  ProgressMeter -         chr1:3428958              2.4                 14280           5965.6
13:06:24.993 INFO  ProgressMeter -         chr1:3783168              2.6                 15630           6102.0
13:06:35.076 INFO  ProgressMeter -         chr1:4079164              2.7                 16720           6125.7
13:06:45.139 INFO  ProgressMeter -         chr1:4375394              2.9                 17820           6150.7
13:06:55.146 INFO  ProgressMeter -         chr1:4673665              3.1                 18920           6174.9
13:07:05.160 INFO  ProgressMeter -         chr1:4958465              3.2                 20000           6190.2
13:07:15.181 INFO  ProgressMeter -         chr1:5246475              3.4                 21090           6206.7
13:07:25.294 INFO  ProgressMeter -         chr1:5554994              3.6                 22260           6241.5
13:07:35.354 INFO  ProgressMeter -         chr1:5826284              3.7                 23320           6245.1
13:07:45.374 INFO  ProgressMeter -         chr1:6084153              3.9                 24360           6244.4
13:07:55.401 INFO  ProgressMeter -         chr1:6333938              4.1                 25370           6236.1
13:08:05.549 INFO  ProgressMeter -         chr1:6606960              4.2                 26410           6232.6
13:08:15.593 INFO  ProgressMeter -         chr1:6909222              4.4                 27530           6250.0
13:08:25.645 INFO  ProgressMeter -         chr1:7251453              4.6                 28840           6307.5
13:08:35.646 INFO  ProgressMeter -         chr1:7605270              4.7                 30220           6376.9
13:08:45.685 INFO  ProgressMeter -         chr1:7956647              4.9                 31600           6440.7
13:08:55.695 INFO  ProgressMeter -         chr1:8230901              5.1                 32640           6433.9
13:09:05.733 INFO  ProgressMeter -         chr1:8478005              5.2                 33600           6411.7
13:09:15.773 INFO  ProgressMeter -         chr1:8707882              5.4                 34550           6388.9
13:09:25.844 INFO  ProgressMeter -         chr1:8959396              5.6                 35530           6372.4
13:09:35.847 INFO  ProgressMeter -         chr1:9213504              5.7                 36540           6363.2
13:09:45.914 INFO  ProgressMeter -         chr1:9464379              5.9                 37530           6350.1
13:09:55.919 INFO  ProgressMeter -         chr1:9729168              6.1                 38570           6347.0
13:10:05.941 INFO  ProgressMeter -         chr1:9977303              6.2                 39550           6334.2
13:10:15.976 INFO  ProgressMeter -        chr1:10222373              6.4                 40530           6321.8
13:10:25.992 INFO  ProgressMeter -        chr1:10494411              6.6                 41580           6321.0
13:10:36.015 INFO  ProgressMeter -        chr1:10744847              6.7                 42580           6312.7
13:10:46.022 INFO  ProgressMeter -        chr1:11033709              6.9                 43720           6325.3
13:10:56.043 INFO  ProgressMeter -        chr1:11371312              7.1                 45050           6364.0
13:11:06.157 INFO  ProgressMeter -        chr1:11693751              7.2                 46320           6391.2
13:11:16.168 INFO  ProgressMeter -        chr1:11965016              7.4                 47350           6386.3
13:11:26.234 INFO  ProgressMeter -        chr1:12230929              7.6                 48370           6379.5
13:11:36.312 INFO  ProgressMeter -        chr1:12430085              7.8                 49170           6344.4
13:11:46.312 INFO  ProgressMeter -        chr1:12575914              7.9                 49810           6291.7
13:11:56.382 INFO  ProgressMeter -        chr1:12826049              8.1                 50860           6291.0
13:12:06.400 INFO  ProgressMeter -        chr1:13087601              8.3                 51880           6287.3
13:12:16.443 INFO  ProgressMeter -        chr1:13370850              8.4                 52940           6288.2
13:12:26.459 INFO  ProgressMeter -        chr1:13674625              8.6                 54050           6295.2
13:12:36.483 INFO  ProgressMeter -        chr1:13928384              8.8                 55020           6285.9
13:12:46.512 INFO  ProgressMeter -        chr1:14201083              8.9                 56040           6282.4
13:12:56.603 INFO  ProgressMeter -        chr1:14481682              9.1                 57090           6281.7
13:13:06.609 INFO  ProgressMeter -        chr1:14777496              9.3                 58220           6290.6
13:13:16.669 INFO  ProgressMeter -        chr1:15130170              9.4                 59590           6324.1
