Using GATK jar /lustre1/project/stg_00096/home/rdewin/system/miniconda/envs/WGS/share/gatk4-4.5.0.0-0/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /lustre1/project/stg_00096/home/rdewin/system/miniconda/envs/WGS/share/gatk4-4.5.0.0-0/gatk-package-4.5.0.0-local.jar CreateSomaticPanelOfNormals -R resources/genome.fa --germline-resource resources/gnomad_chr.vcf.gz -V gendb://results/mutect2/pon/pon_db -O results/mutect2/pon/mutect2.pon.vcf.gz
23:25:13.986 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/lustre1/project/stg_00096/home/rdewin/system/miniconda/envs/WGS/share/gatk4-4.5.0.0-0/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
23:25:14.222 INFO  CreateSomaticPanelOfNormals - ------------------------------------------------------------
23:25:14.225 INFO  CreateSomaticPanelOfNormals - The Genome Analysis Toolkit (GATK) v4.5.0.0
23:25:14.225 INFO  CreateSomaticPanelOfNormals - For support and documentation go to https://software.broadinstitute.org/gatk/
23:25:14.226 INFO  CreateSomaticPanelOfNormals - Executing as vsc35407@g28l15 on Linux v4.18.0-513.24.1.el8_9.x86_64 amd64
23:25:14.226 INFO  CreateSomaticPanelOfNormals - Java runtime: OpenJDK 64-Bit Server VM v17.0.10-internal+0-adhoc..src
23:25:14.226 INFO  CreateSomaticPanelOfNormals - Start Date/Time: June 27, 2024 at 11:25:13 PM CEST
23:25:14.226 INFO  CreateSomaticPanelOfNormals - ------------------------------------------------------------
23:25:14.226 INFO  CreateSomaticPanelOfNormals - ------------------------------------------------------------
23:25:14.227 INFO  CreateSomaticPanelOfNormals - HTSJDK Version: 4.1.0
23:25:14.227 INFO  CreateSomaticPanelOfNormals - Picard Version: 3.1.1
23:25:14.227 INFO  CreateSomaticPanelOfNormals - Built for Spark Version: 3.5.0
23:25:14.227 INFO  CreateSomaticPanelOfNormals - HTSJDK Defaults.COMPRESSION_LEVEL : 2
23:25:14.228 INFO  CreateSomaticPanelOfNormals - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
23:25:14.228 INFO  CreateSomaticPanelOfNormals - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
23:25:14.228 INFO  CreateSomaticPanelOfNormals - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
23:25:14.228 INFO  CreateSomaticPanelOfNormals - Deflater: IntelDeflater
23:25:14.228 INFO  CreateSomaticPanelOfNormals - Inflater: IntelInflater
23:25:14.228 INFO  CreateSomaticPanelOfNormals - GCS max retries/reopens: 20
23:25:14.228 INFO  CreateSomaticPanelOfNormals - Requester pays: disabled
23:25:14.229 WARN  CreateSomaticPanelOfNormals - 

[1m[31m   !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

   Warning: CreateSomaticPanelOfNormals is a BETA tool and is not yet ready for use in production

   !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!![0m


23:25:14.229 INFO  CreateSomaticPanelOfNormals - Initializing engine
23:25:14.476 INFO  FeatureManager - Using codec VCFCodec to read file file:///lustre1/project/stg_00096/home/rdewin/WGS/resources/gnomad_chr.vcf.gz
23:25:14.950 INFO  GenomicsDBLibLoader - GenomicsDB native library version : 1.5.1-84e800e
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field AS_UNIQ_ALT_READ_COUNT  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field CONTQ  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field ECNT  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field GERMQ  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field MBQ  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field MFRL  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field MMQ  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field MPOS  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field NALOD  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field NCount  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field NLOD  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field OCM  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field PON  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field POPAF  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field ROQ  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field RPA  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field RU  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field SEQQ  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field STR  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field STRANDQ  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field STRQ  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.429 INFO  NativeGenomicsDB - pid=3134859 tid=3134860 No valid combination operation found for INFO field TLOD  - the field will NOT be part of INFO fields in the generated VCF records
23:25:15.485 INFO  CreateSomaticPanelOfNormals - Done initializing engine
23:25:15.520 INFO  ProgressMeter - Starting traversal
23:25:15.520 INFO  ProgressMeter -        Current Locus  Elapsed Minutes    Variants Processed  Variants/Minute
23:25:32.231 INFO  ProgressMeter -           chr1:24014              0.3                  1000           3590.9
23:25:42.296 INFO  ProgressMeter -         chr1:6596744              0.4                126000         282352.9
23:25:52.359 INFO  ProgressMeter -        chr1:14724327              0.6                217000         353439.4
23:26:02.762 INFO  ProgressMeter -        chr1:18028744              0.8                257000         326404.5
23:26:12.816 INFO  ProgressMeter -        chr1:27639174              1.0                346000         362335.3
23:26:22.819 INFO  ProgressMeter -        chr1:38396991              1.1                435000         387821.5
23:26:32.931 INFO  ProgressMeter -        chr1:41397043              1.3                461000         357313.6
23:26:43.311 INFO  ProgressMeter -        chr1:54211352              1.5                554000         378630.8
23:26:54.470 INFO  ProgressMeter -        chr1:63534023              1.6                625000         378979.3
23:27:04.486 INFO  ProgressMeter -        chr1:71029284              1.8                678000         373330.9
23:27:14.546 INFO  ProgressMeter -        chr1:81989136              2.0                755000         380589.1
23:27:28.547 INFO  ProgressMeter -        chr1:89446722              2.2                806000         363535.2
23:27:38.629 INFO  ProgressMeter -       chr1:101403315              2.4                888000         372303.6
23:27:49.475 INFO  ProgressMeter -       chr1:109883334              2.6                952000         371017.5
23:27:59.572 INFO  ProgressMeter -       chr1:117439795              2.7               1009000         369029.3
23:28:09.658 INFO  ProgressMeter -       chr1:126252686              2.9               1126000         387968.2
23:28:21.063 INFO  ProgressMeter -       chr1:128633236              3.1               1225000         396134.6
23:28:31.204 INFO  ProgressMeter -       chr1:134581993              3.3               1303000         399523.7
23:28:41.285 INFO  ProgressMeter -       chr1:149144366              3.4               1441000         420190.1
23:28:51.342 INFO  ProgressMeter -       chr1:159776777              3.6               1522000         423126.5
23:29:01.370 INFO  ProgressMeter -       chr1:165205892              3.8               1565000         415762.7
23:29:11.420 INFO  ProgressMeter -       chr1:175404953              3.9               1642000         417634.6
23:29:21.565 INFO  ProgressMeter -       chr1:183383492              4.1               1702000         415046.0
23:29:31.637 INFO  ProgressMeter -       chr1:188454927              4.3               1739000         407391.9
23:29:41.678 INFO  ProgressMeter -       chr1:197747009              4.4               1810000         408028.3
23:29:51.786 INFO  ProgressMeter -       chr1:206003636              4.6               1882000         408736.5
23:30:01.788 INFO  ProgressMeter -       chr1:212841595              4.8               1939000         406402.4
23:30:11.819 INFO  ProgressMeter -       chr1:223086527              4.9               2018000         408641.3
23:30:21.881 INFO  ProgressMeter -       chr1:230894752              5.1               2083000         407950.1
23:30:32.049 INFO  ProgressMeter -       chr1:236078573              5.3               2134000         404512.7
23:30:42.132 INFO  ProgressMeter -       chr1:244560628              5.4               2214000         406721.1
23:30:57.162 INFO  ProgressMeter -          chr10:18797              5.7               2265000         397784.8
23:31:07.252 INFO  ProgressMeter -        chr10:6894937              5.9               2368000         403943.9
23:31:17.295 INFO  ProgressMeter -       chr10:14634262              6.0               2444000         405334.8
23:31:27.398 INFO  ProgressMeter -       chr10:20112939              6.2               2498000         403036.5
23:31:37.514 INFO  ProgressMeter -       chr10:28823489              6.4               2577000         404770.8
23:31:49.155 INFO  ProgressMeter -       chr10:35770461              6.6               2637000         401946.0
23:31:59.197 INFO  ProgressMeter -       chr10:42365759              6.7               2751000         408892.3
23:32:09.232 INFO  ProgressMeter -       chr10:50247301              6.9               2850000         413331.0
23:32:19.277 INFO  ProgressMeter -       chr10:56554049              7.1               2901000         410754.3
23:32:29.295 INFO  ProgressMeter -       chr10:66739431              7.2               2979000         412056.9
23:32:39.331 INFO  ProgressMeter -       chr10:74813300              7.4               3051000         412473.8
23:32:49.345 INFO  ProgressMeter -       chr10:83431580              7.6               3116000         411965.0
23:32:59.374 INFO  ProgressMeter -       chr10:93498254              7.7               3193000         413017.9
23:33:09.504 INFO  ProgressMeter -      chr10:101345612              7.9               3256000         412165.8
23:33:19.579 INFO  ProgressMeter -      chr10:112580857              8.1               3343000         414371.0
23:33:29.695 INFO  ProgressMeter -      chr10:122162250              8.2               3418000         414994.7
23:33:39.807 INFO  ProgressMeter -      chr10:129822587              8.4               3492000         415477.7
23:33:53.549 INFO  ProgressMeter -          chr11:28409              8.6               3577000         414301.1
23:34:03.588 INFO  ProgressMeter -        chr11:6295361              8.8               3674000         417446.2
23:34:13.588 INFO  ProgressMeter -       chr11:15359367              9.0               3749000         418051.3
23:34:23.722 INFO  ProgressMeter -       chr11:23437390              9.1               3814000         417437.4
23:34:33.841 INFO  ProgressMeter -       chr11:32937290              9.3               3892000         418254.0
23:34:43.864 INFO  ProgressMeter -       chr11:41021432              9.5               3954000         417423.3
23:34:53.950 INFO  ProgressMeter -       chr11:51027300              9.6               4037000         418754.9
23:35:03.970 INFO  ProgressMeter -       chr11:61003883              9.8               4126000         420698.4
23:35:13.984 INFO  ProgressMeter -       chr11:70626921             10.0               4217000         422782.3
23:35:24.110 INFO  ProgressMeter -       chr11:81429052             10.1               4309000         424818.0
23:35:34.203 INFO  ProgressMeter -       chr11:88896066             10.3               4371000         423900.4
23:35:44.210 INFO  ProgressMeter -       chr11:99248440             10.5               4451000         424788.7
23:35:54.244 INFO  ProgressMeter -      chr11:107239025             10.6               4514000         424032.9
23:36:04.262 INFO  ProgressMeter -      chr11:118189282             10.8               4599000         425346.3
23:36:14.368 INFO  ProgressMeter -      chr11:127619510             11.0               4680000         426199.1
23:36:32.101 INFO  ProgressMeter -          chr12:10083             11.3               4755000         421679.0
23:36:42.191 INFO  ProgressMeter -        chr12:8524390             11.4               4847000         423521.6
23:36:52.213 INFO  ProgressMeter -       chr12:16995226             11.6               4923000         423974.4
23:37:02.307 INFO  ProgressMeter -       chr12:24537882             11.8               4984000         423097.8
23:37:12.388 INFO  ProgressMeter -       chr12:32278653             11.9               5061000         423592.6
23:37:23.038 INFO  ProgressMeter -       chr12:39119795             12.1               5133000         423329.7
23:37:33.040 INFO  ProgressMeter -       chr12:49723131             12.3               5216000         424341.0
23:37:43.657 INFO  ProgressMeter -       chr12:59887789             12.5               5300000         425055.8
23:37:53.712 INFO  ProgressMeter -       chr12:69000443             12.6               5368000         424800.1
23:38:03.778 INFO  ProgressMeter -       chr12:80286276             12.8               5454000         425950.7
23:38:13.837 INFO  ProgressMeter -       chr12:87273459             13.0               5504000         424300.1
23:38:23.854 INFO  ProgressMeter -       chr12:97772607             13.1               5586000         425149.7
23:38:33.904 INFO  ProgressMeter -      chr12:107519685             13.3               5663000         425584.7
23:38:43.918 INFO  ProgressMeter -      chr12:116281719             13.5               5741000         426102.0
23:38:53.994 INFO  ProgressMeter -      chr12:125502134             13.6               5837000         427893.9
23:39:04.024 INFO  ProgressMeter -      chr12:131663968             13.8               5918000         428579.7
23:39:14.041 INFO  ProgressMeter -          chr13:16598             14.0               5957000         426250.5
23:39:24.097 INFO  ProgressMeter -       chr13:10386880             14.1               6121000         432795.1
23:39:34.127 INFO  ProgressMeter -       chr13:20380508             14.3               6230000         435356.3
23:39:44.147 INFO  ProgressMeter -       chr13:26204090             14.5               6293000         434686.0
23:39:54.227 INFO  ProgressMeter -       chr13:36585040             14.6               6379000         435571.8
23:40:04.273 INFO  ProgressMeter -       chr13:46753729             14.8               6461000         436184.7
23:40:14.375 INFO  ProgressMeter -       chr13:54949109             15.0               6522000         435353.9
23:40:24.380 INFO  ProgressMeter -       chr13:64960953             15.1               6600000         435710.7
23:40:34.403 INFO  ProgressMeter -       chr13:73027296             15.3               6663000         435071.7
